#{"t_start": 1775181760.2862568, "env_id": "None"}
r,l,t,success,task_phase
-33.876355,500,53.531566,False,ENROUTE
89.563409,477,53.58615,True,MISSION_COMPLETE
-20.812616,500,53.643254,False,ENROUTE
129.767067,500,53.699906,False,ENROUTE
78.671724,500,53.972655,False,ENROUTE
-64.519851,500,54.030334,False,ENROUTE
14.710524,500,54.088202,False,ENROUTE
109.688114,500,54.145948,False,ENROUTE
82.761339,500,54.418199,False,ENROUTE
28.412984,500,54.474762,False,ENROUTE
-6.544921,500,54.530717,False,ENROUTE
50.832783,425,54.578275,True,MISSION_COMPLETE
101.850868,500,54.848611,False,ENROUTE
-17.504116,500,54.906971,False,ENROUTE
54.512798,500,54.96492,False,ENROUTE
-2.193502,500,55.022913,False,ENROUTE
48.234758,188,55.044955,True,MISSION_COMPLETE
-47.508499,500,55.317171,False,ENROUTE
55.654051,182,55.339757,True,MISSION_COMPLETE
-33.292966,500,55.395371,False,ENROUTE
31.824655,500,55.450877,False,ENROUTE
112.042246,500,55.506413,False,ENROUTE
-33.247145,500,55.819075,False,ENROUTE
-37.186882,500,55.877309,False,ENROUTE
59.815381,206,55.901365,True,MISSION_COMPLETE
43.54138,167,55.92072,True,MISSION_COMPLETE
-79.103175,500,55.978551,False,ENROUTE
51.232457,171,55.998563,True,MISSION_COMPLETE
48.996306,500,56.266444,False,ENROUTE
47.761566,500,56.324869,False,ENROUTE
22.665218,500,56.382679,False,ENROUTE
-52.858392,500,56.440637,False,ENROUTE
0.50888,500,56.708711,False,ENROUTE
27.025722,500,56.76692,False,ENROUTE
-107.01453,500,56.824875,False,ENROUTE
56.098814,500,56.881838,False,ENROUTE
67.265962,250,57.123342,True,MISSION_COMPLETE
82.24142,333,57.161214,True,MISSION_COMPLETE
4.291721,500,57.217782,False,ENROUTE
64.865823,500,57.274182,False,ENROUTE
62.933125,500,57.33046,False,ENROUTE
18.277857,500,57.596299,False,ENROUTE
-17.535538,500,57.652622,False,ENROUTE
81.102644,205,57.675821,True,MISSION_COMPLETE
86.008421,500,57.734565,False,ENROUTE
-33.170562,500,57.792868,False,ENROUTE
-60.291406,500,58.062005,False,ENROUTE
75.431819,368,58.105315,True,MISSION_COMPLETE
-11.760619,500,58.163579,False,ENROUTE
95.902266,356,58.205554,True,MISSION_COMPLETE
73.946148,190,58.22899,True,MISSION_COMPLETE
80.7297,331,58.493702,True,MISSION_COMPLETE
87.420949,500,58.551398,False,ENROUTE
70.282944,500,58.609162,False,ENROUTE
73.919162,500,58.666959,False,ENROUTE
53.509949,186,58.688611,True,MISSION_COMPLETE
59.905219,500,58.965107,False,ENROUTE
-12.478316,500,59.022554,False,ENROUTE
-30.564501,500,59.080668,False,ENROUTE
33.93273,500,59.138895,False,ENROUTE
-2.496551,500,59.407792,False,ENROUTE
56.97045,193,59.429906,True,MISSION_COMPLETE
47.284993,500,59.485824,False,ENROUTE
-71.540219,500,59.541736,False,ENROUTE
65.694287,172,59.561207,True,MISSION_COMPLETE
-43.963493,500,59.828841,False,ENROUTE
26.958369,500,59.887788,False,ENROUTE
-8.351109,500,59.946259,False,ENROUTE
-30.526098,500,60.005143,False,ENROUTE
21.18393,500,60.28358,False,ENROUTE
9.52436,500,60.340021,False,ENROUTE
106.396276,500,60.395619,False,ENROUTE
68.824542,162,60.414017,True,MISSION_COMPLETE
-2.614072,500,60.469722,False,ENROUTE
81.758284,500,60.744644,False,ENROUTE
71.029123,500,60.801973,False,ENROUTE
3.157818,500,60.859194,False,ENROUTE
10.94177,500,60.915861,False,ENROUTE
26.205394,500,61.182993,False,ENROUTE
-12.563815,500,61.241121,False,ENROUTE
13.909541,500,61.298933,False,ENROUTE
54.442793,168,61.318621,True,MISSION_COMPLETE
63.07303,182,61.339766,True,MISSION_COMPLETE
-12.789023,500,61.397629,False,ENROUTE
106.889976,500,61.673223,False,ENROUTE
-10.557094,500,61.730329,False,ENROUTE
78.177966,500,61.787215,False,ENROUTE
61.121365,164,61.806048,True,MISSION_COMPLETE
93.096196,500,62.073232,False,ENROUTE
-0.622325,500,62.131499,False,ENROUTE
-67.784389,500,62.189584,False,ENROUTE
80.318347,500,62.247561,False,ENROUTE
54.166147,500,62.305118,False,ENROUTE
68.770504,176,62.535247,True,MISSION_COMPLETE
26.789811,500,62.59105,False,ENROUTE
74.551852,500,62.647143,False,ENROUTE
91.701004,500,62.702996,False,ENROUTE
57.113414,500,62.978926,False,ENROUTE
74.370883,172,62.998571,True,MISSION_COMPLETE
66.849419,178,63.018822,True,MISSION_COMPLETE
83.735314,500,63.075138,False,ENROUTE
134.310889,500,63.131716,False,ENROUTE
-72.682427,500,63.188286,False,ENROUTE
57.119175,178,63.420038,True,MISSION_COMPLETE
84.685986,298,63.454176,True,MISSION_COMPLETE
123.247188,500,63.51134,False,ENROUTE
11.336022,500,63.568347,False,ENROUTE
136.965545,500,63.625383,False,ENROUTE
61.103739,161,63.854753,True,MISSION_COMPLETE
50.824223,196,63.877302,True,MISSION_COMPLETE
54.78421,166,63.896605,True,MISSION_COMPLETE
38.625595,500,63.954604,False,ENROUTE
116.665686,500,64.013004,False,ENROUTE
69.881999,176,64.033596,True,MISSION_COMPLETE
137.437377,500,64.09156,False,ENROUTE
73.543927,196,64.325043,True,MISSION_COMPLETE
61.76282,199,64.348276,True,MISSION_COMPLETE
78.345589,198,64.371414,True,MISSION_COMPLETE
140.181382,500,64.429371,False,ENROUTE
76.357264,193,64.452034,True,MISSION_COMPLETE
38.308031,500,64.509847,False,ENROUTE
60.225221,190,64.532147,True,MISSION_COMPLETE
131.2751,500,64.806778,False,ENROUTE
64.38242,179,64.827282,True,MISSION_COMPLETE
79.640748,176,64.847294,True,MISSION_COMPLETE
142.477159,500,64.903892,False,ENROUTE
70.335129,165,64.922669,True,MISSION_COMPLETE
64.133058,170,64.941852,True,MISSION_COMPLETE
64.77466,199,64.964406,True,MISSION_COMPLETE
129.924143,500,65.233285,False,ENROUTE
65.258595,203,65.257236,True,MISSION_COMPLETE
-36.791348,500,65.315039,False,ENROUTE
23.921355,500,65.372071,False,ENROUTE
70.69657,160,65.390606,True,MISSION_COMPLETE
70.355516,177,65.41125,True,MISSION_COMPLETE
47.85885,500,65.682756,False,ENROUTE
31.586288,500,65.740181,False,ENROUTE
36.962896,500,65.797545,False,ENROUTE
67.088167,166,65.816914,True,MISSION_COMPLETE
4.381507,500,65.874219,False,ENROUTE
65.941887,500,66.148151,False,ENROUTE
73.250567,500,66.204044,False,ENROUTE
