#{"t_start": 1775183766.833431, "env_id": "None"}
r,l,t,success,task_phase
-32.5506,66,70.669975,False,TOUCHDOWN
-33.788191,66,70.885231,False,TOUCHDOWN
-35.932116,68,71.106201,False,TOUCHDOWN
-32.065683,66,71.318275,False,TOUCHDOWN
-32.841936,67,71.532118,False,TOUCHDOWN
-32.602398,67,71.747442,False,TOUCHDOWN
-33.12748,66,71.958759,False,TOUCHDOWN
-32.611171,67,72.173314,False,TOUCHDOWN
-31.911257,69,72.393836,False,TOUCHDOWN
-33.977752,68,72.610952,False,TOUCHDOWN
-31.733915,67,72.837324,False,TOUCHDOWN
-32.713703,68,73.061,False,TOUCHDOWN
-30.30265,68,73.282419,False,TOUCHDOWN
-35.117232,69,73.512717,False,TOUCHDOWN
-30.277638,68,73.733333,False,TOUCHDOWN
-32.896458,69,73.960279,False,TOUCHDOWN
-37.601458,70,74.188603,False,TOUCHDOWN
-32.077684,68,74.411638,False,TOUCHDOWN
-35.195483,69,74.645756,False,TOUCHDOWN
-32.617248,69,75.046989,False,TOUCHDOWN
-30.738072,68,75.34212,False,TOUCHDOWN
-29.928131,69,75.586743,False,TOUCHDOWN
-33.228326,70,75.836096,False,TOUCHDOWN
-31.39759,72,76.092213,False,TOUCHDOWN
-38.685202,73,76.349345,False,TOUCHDOWN
-33.664745,70,76.595059,False,TOUCHDOWN
-37.173081,75,76.85949,False,TOUCHDOWN
-50.649556,80,77.133264,False,TOUCHDOWN
-56.714475,85,77.434043,False,TOUCHDOWN
-58.302931,88,77.737807,False,TOUCHDOWN
-67.525169,101,78.085787,False,TOUCHDOWN
-68.31979,99,78.426447,False,TOUCHDOWN
-73.176395,104,78.79058,False,TOUCHDOWN
-80.076432,112,79.176678,False,TOUCHDOWN
-77.143888,100,79.519507,False,TOUCHDOWN
-75.666775,96,79.851051,False,TOUCHDOWN
-73.812707,97,80.185314,False,TOUCHDOWN
-79.652875,97,80.517979,False,TOUCHDOWN
-70.41723,95,80.845506,False,TOUCHDOWN
-65.5221,95,81.173104,False,TOUCHDOWN
-67.598257,97,81.52225,False,TOUCHDOWN
-61.818512,95,81.850302,False,TOUCHDOWN
-59.877601,93,82.170906,False,TOUCHDOWN
-59.305893,114,82.563929,False,TOUCHDOWN
-460.102054,600,84.622944,False,FINAL
-248.433646,600,86.703568,False,APPROACH
-209.200124,600,88.768317,False,APPROACH
-225.807583,600,90.833725,False,APPROACH
-487.298253,600,92.937122,False,FINAL
-485.072956,600,95.028006,False,APPROACH
-519.559466,600,97.078114,False,APPROACH
-414.947109,600,99.119947,False,APPROACH
-78.051701,142,99.598363,False,TOUCHDOWN
-85.519593,149,100.100436,False,TOUCHDOWN
-79.041495,144,100.593515,False,TOUCHDOWN
-81.460532,143,101.086052,False,TOUCHDOWN
-73.664571,134,101.546099,False,TOUCHDOWN
-75.619664,145,102.044544,False,TOUCHDOWN
-316.0915,448,103.618973,False,TOUCHDOWN
-86.3359,141,104.107097,False,TOUCHDOWN
-308.952896,600,106.192177,False,APPROACH
-469.419348,600,108.252912,False,APPROACH
-43.605492,238,109.070987,False,TOUCHDOWN
-168.16613,600,111.136051,False,APPROACH
-107.11854,426,112.600889,False,TOUCHDOWN
-60.668024,328,113.74493,False,TOUCHDOWN
-124.691775,600,115.805882,False,APPROACH
-103.102302,416,117.235741,False,TOUCHDOWN
-47.854189,273,118.172649,False,TOUCHDOWN
-40.250406,260,119.065486,False,TOUCHDOWN
-41.758255,249,119.921069,False,TOUCHDOWN
-38.404918,246,120.766767,False,TOUCHDOWN
-47.514285,264,121.672426,False,TOUCHDOWN
-123.794193,493,123.365965,False,TOUCHDOWN
-80.658103,306,124.434226,False,TOUCHDOWN
-87.911895,348,125.631261,False,TOUCHDOWN
-122.297181,600,127.690089,False,APPROACH
-160.300773,537,129.551056,False,TOUCHDOWN
-209.607668,600,131.611295,False,APPROACH
-143.799962,416,133.062587,False,TOUCHDOWN
-208.817885,600,135.306868,False,APPROACH
-155.215354,403,136.694306,False,TOUCHDOWN
-213.937442,600,138.885847,False,APPROACH
-135.516037,491,140.565582,False,TOUCHDOWN
-65.01316,253,141.433488,False,TOUCHDOWN
-73.243711,230,142.230183,False,TOUCHDOWN
-84.930489,252,143.183537,False,TOUCHDOWN
-59.73583,197,143.874824,False,TOUCHDOWN
-87.221612,263,144.780654,False,TOUCHDOWN
-54.861551,200,145.464239,False,TOUCHDOWN
-176.342743,600,147.515792,False,APPROACH
-68.30466,248,148.365367,False,TOUCHDOWN
-168.186571,479,150.002999,False,TOUCHDOWN
-53.718224,200,150.685538,False,TOUCHDOWN
-134.489102,514,152.440813,False,TOUCHDOWN
-145.18752,512,154.194632,False,TOUCHDOWN
-154.622848,503,155.914778,False,TOUCHDOWN
-2.105867,156,156.447461,False,TOUCHDOWN
5.697036,143,156.936845,False,TOUCHDOWN
-115.659805,504,158.657814,False,TOUCHDOWN
6.339561,145,159.154876,False,TOUCHDOWN
5.350456,150,159.665483,False,TOUCHDOWN
1.903631,162,160.219402,False,TOUCHDOWN
-1.772445,180,160.835803,False,TOUCHDOWN
10.978991,151,161.352157,False,TOUCHDOWN
14.432057,154,161.879382,False,TOUCHDOWN
8.193139,157,162.415242,False,TOUCHDOWN
7.107905,140,162.894801,False,TOUCHDOWN
6.450378,144,163.387278,False,TOUCHDOWN
6.844293,147,163.888741,False,TOUCHDOWN
7.588166,150,164.401938,False,TOUCHDOWN
8.546772,135,164.862926,False,TOUCHDOWN
5.639765,178,165.471365,False,TOUCHDOWN
5.355603,154,166.015465,False,TOUCHDOWN
4.524376,137,166.483504,False,TOUCHDOWN
4.378088,136,166.947414,False,TOUCHDOWN
-2.471481,154,167.475043,False,TOUCHDOWN
6.434351,140,167.954928,False,TOUCHDOWN
5.920853,144,168.450488,False,TOUCHDOWN
5.525726,137,168.917747,False,TOUCHDOWN
0.26863,149,169.428897,False,TOUCHDOWN
3.757418,140,169.902863,False,TOUCHDOWN
6.876947,147,170.401869,False,TOUCHDOWN
-6.810921,147,170.898278,False,TOUCHDOWN
4.514651,138,171.369174,False,TOUCHDOWN
3.930962,147,171.873598,False,TOUCHDOWN
2.111058,152,172.392236,False,TOUCHDOWN
-3.814373,148,172.897529,False,TOUCHDOWN
-6.176328,143,173.39283,False,TOUCHDOWN
-4.777786,148,173.900493,False,TOUCHDOWN
-7.599541,164,174.475742,False,TOUCHDOWN
3.868727,148,174.985953,False,TOUCHDOWN
-9.055076,145,175.482722,False,TOUCHDOWN
-1.436563,150,175.997975,False,TOUCHDOWN
-1.002527,165,176.560155,False,TOUCHDOWN
-6.972597,172,177.153278,False,TOUCHDOWN
-5.099,173,177.746233,False,TOUCHDOWN
-0.909828,176,178.349475,False,TOUCHDOWN
-3.639634,170,178.931357,False,TOUCHDOWN
1.827219,141,179.425845,False,TOUCHDOWN
-2.130133,147,179.930561,False,TOUCHDOWN
-1.544421,172,180.51788,False,TOUCHDOWN
-3.67365,177,181.123906,False,TOUCHDOWN
-0.130177,161,181.698572,False,TOUCHDOWN
0.792411,166,182.266817,False,TOUCHDOWN
0.902824,170,182.831969,False,TOUCHDOWN
1.223753,155,183.357637,False,TOUCHDOWN
-0.834843,173,183.948864,False,TOUCHDOWN
-1.484031,169,184.528209,False,TOUCHDOWN
0.512677,154,185.053538,False,TOUCHDOWN
2.302397,157,185.591561,False,TOUCHDOWN
1.482453,152,186.111798,False,TOUCHDOWN
-2.920231,160,186.659063,False,TOUCHDOWN
9.562011,147,187.161635,False,TOUCHDOWN
4.955076,155,187.69194,False,TOUCHDOWN
9.6445,151,188.231292,False,TOUCHDOWN
11.904746,152,188.753465,False,TOUCHDOWN
13.501185,149,189.263614,False,TOUCHDOWN
15.26994,145,189.768931,False,TOUCHDOWN
16.958831,136,190.258878,False,TOUCHDOWN
17.231998,146,190.763623,False,TOUCHDOWN
17.439358,144,191.271904,False,TOUCHDOWN
16.803594,146,191.771935,False,TOUCHDOWN
20.842373,136,192.270925,False,TOUCHDOWN
23.213759,130,192.719516,False,TOUCHDOWN
19.225067,131,193.168765,False,TOUCHDOWN
21.730381,129,193.608741,False,TOUCHDOWN
20.031288,129,194.064362,False,TOUCHDOWN
19.51717,126,194.495186,False,TOUCHDOWN
23.452156,124,194.921475,False,TOUCHDOWN
20.969549,123,195.342174,False,TOUCHDOWN
20.185996,122,195.761557,False,TOUCHDOWN
21.697036,118,196.171349,False,TOUCHDOWN
21.909313,117,196.570165,False,TOUCHDOWN
18.140013,117,196.972587,False,TOUCHDOWN
18.498575,115,197.368289,False,TOUCHDOWN
19.762989,113,197.756283,False,TOUCHDOWN
20.402647,115,198.16507,False,TOUCHDOWN
15.873962,114,198.557509,False,TOUCHDOWN
18.128201,123,198.978009,False,TOUCHDOWN
19.564553,112,199.360814,False,TOUCHDOWN
18.786491,107,199.726521,False,TOUCHDOWN
17.490414,104,200.081796,False,TOUCHDOWN
18.081025,105,200.441665,False,TOUCHDOWN
19.658109,108,200.810657,False,TOUCHDOWN
16.759398,107,201.174803,False,TOUCHDOWN
18.406038,107,201.540214,False,TOUCHDOWN
20.423637,107,201.905321,False,TOUCHDOWN
19.253824,107,202.270385,False,TOUCHDOWN
19.427575,111,202.650595,False,TOUCHDOWN
19.623368,106,203.013221,False,TOUCHDOWN
19.004064,104,203.369769,False,TOUCHDOWN
18.908546,104,203.727701,False,TOUCHDOWN
18.890318,109,204.099228,False,TOUCHDOWN
18.110516,104,204.455792,False,TOUCHDOWN
19.339365,107,204.823073,False,TOUCHDOWN
21.462034,108,205.19188,False,TOUCHDOWN
17.731596,100,205.532852,False,TOUCHDOWN
19.493091,105,205.892223,False,TOUCHDOWN
18.292502,101,206.235928,False,TOUCHDOWN
19.370498,106,206.597597,False,TOUCHDOWN
18.123473,104,206.954277,False,TOUCHDOWN
17.890603,103,207.304498,False,TOUCHDOWN
17.678828,102,207.653964,False,TOUCHDOWN
